Matrix Size,Custom Determinant Time (s),NumPy Determinant Time (s),Determinant Error,Custom Linear Time (s),NumPy Linear Time (s),Linear Solution L2 Error,Custom Eigen Time (s),NumPy Eigen Time (s),Eigenvalue Error,Eigenvector L2 Error,Custom Dominant Eigenvalue,NumPy Dominant Eigenvalue,RHS
119,0.025461699988227338,0.00013119998038746417,5.254636946971632e+140,0.03606260000378825,0.2070442000112962,2.3188853739455717e-11,0.04521270000259392,0.009259699989343062,1.1368683772161603e-13,6.41538174324453e-16,532.000069252808,532.0000692528081,"[9, 4, 5, 1, 1, 1, 6, 4, 6, 6, 2, 7, 7, 6, 3, 7, 1, 3, 0, 5, 1, 4, 2, 8, 2, 2, 8, 8, 5, 4, 8, 3, 0, 2, 9, 9, 0, 6, 2, 5, 3, 5, 4, 0, 8, 7, 8, 9, 6, 5, 2, 1, 7, 5, 9, 7, 5, 0, 7, 9, 0, 1, 2, 1, 8, 9, 5, 2, 2, 1, 9, 3, 3, 2, 8, 5, 5, 8, 4, 9, 0, 7, 7, 2, 8, 0, 6, 6, 2, 9, 6, 4, 9, 2, 1, 4, 0, 3, 2, 6, 1, 7, 5, 8, 7, 9, 4, 6, 2, 9, 4, 9, 9, 4, 7, 1, 4, 9, 2]"
120,0.02566899999510497,0.0001613000058569014,5.511265674920049e+142,0.03500279999570921,0.3287941000016872,1.1971515898234309e-12,0.04435049998573959,0.009064899990335107,9.094947017729282e-13,5.076311914756738e-16,538.749710170143,538.7497101701421,"[3, 3, 1, 1, 4, 0, 3, 7, 7, 1, 6, 2, 4, 5, 4, 1, 9, 5, 7, 6, 6, 0, 4, 8, 2, 5, 3, 5, 4, 8, 0, 2, 4, 8, 3, 8, 5, 1, 0, 6, 1, 7, 6, 7, 5, 0, 8, 3, 8, 6, 1, 2, 5, 1, 8, 1, 9, 6, 5, 7, 3, 0, 6, 8, 4, 9, 0, 7, 2, 4, 2, 7, 9, 0, 2, 6, 2, 9, 5, 9, 5, 1, 3, 9, 4, 2, 9, 6, 2, 3, 9, 6, 5, 2, 5, 5, 9, 5, 8, 9, 2, 5, 1, 7, 0, 1, 8, 8, 2, 7, 9, 2, 8, 5, 8, 2, 1, 2, 7, 6]"
121,0.029540899995481595,0.00015070001245476305,1.2034279689816777e+144,0.04820260000997223,0.229199499997776,2.268395374798597e-12,0.05646659998456016,0.00959500001044944,5.684341886080801e-13,5.110343437176303e-16,543.0563770075997,543.0563770075992,"[7, 8, 4, 7, 4, 3, 9, 7, 5, 0, 7, 8, 8, 1, 4, 5, 7, 2, 6, 7, 4, 7, 1, 6, 9, 9, 0, 4, 8, 6, 3, 3, 0, 0, 5, 2, 1, 4, 9, 7, 7, 9, 0, 9, 3, 7, 0, 4, 6, 8, 6, 3, 8, 2, 7, 7, 9, 5, 4, 6, 3, 2, 6, 3, 3, 1, 0, 5, 7, 6, 3, 8, 3, 1, 7, 5, 5, 1, 1, 9, 4, 7, 4, 7, 5, 1, 3, 9, 4, 8, 4, 3, 7, 8, 9, 5, 1, 9, 3, 7, 1, 6, 0, 2, 0, 6, 9, 6, 7, 6, 6, 7, 2, 5, 8, 6, 5, 3, 3, 4, 6]"
122,0.02534429999650456,0.00016429999959655106,4.704496405404181e+146,0.036880900006508455,0.21078679998754524,5.815369259893688e-09,0.04500660000485368,0.010055499995360151,2.2737367544323206e-13,6.617827962055658e-16,549.6248725711832,549.6248725711835,"[9, 6, 0, 8, 4, 9, 5, 8, 2, 4, 4, 2, 7, 8, 7, 4, 3, 1, 3, 4, 5, 6, 5, 8, 3, 1, 5, 1, 8, 7, 1, 6, 4, 9, 4, 3, 5, 7, 7, 9, 7, 2, 1, 9, 4, 6, 2, 4, 1, 7, 4, 7, 3, 8, 6, 7, 1, 4, 2, 0, 1, 5, 3, 7, 9, 9, 7, 9, 9, 1, 9, 0, 6, 5, 5, 1, 2, 3, 5, 9, 8, 8, 7, 1, 8, 0, 7, 2, 6, 3, 3, 0, 3, 3, 8, 7, 5, 6, 4, 2, 4, 0, 5, 7, 0, 2, 0, 0, 9, 6, 1, 6, 5, 2, 9, 4, 6, 0, 8, 0, 4, 1]"
123,0.028364699974190444,0.00012730000889860094,1.951092843947495e+144,0.040458699979353696,0.2580675999925006,3.6261028782247637e-12,0.04642769999918528,0.010308199998689815,6.821210263296962e-13,4.52041112178401e-16,557.001782037197,557.0017820371977,"[8, 9, 0, 6, 3, 2, 0, 7, 7, 3, 5, 8, 8, 8, 6, 0, 6, 6, 4, 1, 6, 9, 1, 2, 4, 6, 0, 9, 3, 1, 3, 8, 9, 8, 4, 0, 8, 7, 9, 6, 7, 5, 4, 5, 5, 6, 5, 4, 9, 0, 0, 0, 5, 3, 3, 8, 8, 1, 3, 9, 0, 3, 5, 4, 3, 5, 8, 1, 8, 6, 7, 9, 1, 8, 8, 2, 8, 4, 4, 9, 2, 7, 6, 7, 4, 8, 2, 0, 0, 7, 2, 5, 2, 0, 3, 7, 5, 8, 6, 8, 5, 1, 4, 2, 0, 5, 7, 7, 8, 5, 9, 0, 0, 4, 8, 5, 6, 9, 9, 9, 3, 3, 4]"
124,0.02852520000305958,0.00014150000060908496,1.66276814784031e+149,0.038977199990767986,0.3383373000251595,2.199290203906606e-11,0.047706699988339096,0.010952999989967793,5.684341886080801e-13,6.598884454405563e-16,555.8430424398022,555.8430424398027,"[8, 2, 6, 6, 4, 4, 8, 3, 3, 1, 4, 5, 7, 2, 3, 6, 5, 2, 6, 3, 0, 3, 6, 3, 9, 8, 7, 4, 8, 3, 9, 1, 8, 7, 3, 3, 8, 5, 8, 8, 0, 7, 0, 3, 2, 3, 9, 2, 7, 2, 1, 7, 3, 4, 3, 3, 2, 6, 7, 6, 2, 5, 1, 8, 8, 6, 3, 5, 0, 5, 1, 3, 1, 3, 5, 9, 6, 4, 6, 8, 7, 4, 9, 9, 6, 5, 6, 9, 1, 3, 1, 9, 4, 6, 1, 3, 3, 5, 4, 6, 6, 7, 9, 3, 1, 0, 5, 4, 1, 8, 7, 3, 7, 9, 3, 3, 9, 6, 0, 0, 4, 2, 0, 0]"
125,0.02813410002272576,0.00017789998673833907,1.3386057783754975e+149,0.040085500018903986,0.33377379999728873,7.864232451064596e-11,0.04874019999988377,0.010460799996508285,3.410605131648481e-13,5.329865540490841e-16,563.2830997074883,563.2830997074886,"[0, 0, 7, 9, 4, 2, 0, 2, 6, 6, 7, 0, 5, 5, 9, 9, 1, 9, 8, 4, 7, 1, 4, 7, 3, 2, 4, 2, 2, 1, 7, 4, 1, 9, 4, 9, 8, 8, 5, 8, 7, 7, 2, 5, 3, 0, 7, 2, 1, 9, 4, 0, 2, 3, 9, 0, 6, 2, 2, 2, 5, 4, 2, 7, 2, 6, 5, 5, 4, 4, 3, 4, 8, 5, 2, 9, 2, 2, 7, 5, 4, 1, 5, 0, 4, 9, 3, 3, 2, 7, 2, 6, 3, 4, 3, 7, 6, 2, 6, 7, 3, 2, 2, 0, 8, 6, 9, 0, 0, 3, 1, 0, 4, 5, 2, 0, 7, 6, 7, 7, 1, 6, 3, 1, 2]"
126,0.027797100017778575,0.00019729998894035816,6.07303464539169e+152,0.04122690000804141,0.23728709999704733,9.5535743666595e-10,0.04810960000031628,0.01086159999249503,3.410605131648481e-13,5.136656523275148e-16,566.9044499255123,566.9044499255126,"[1, 9, 7, 0, 6, 1, 4, 1, 7, 7, 7, 1, 3, 1, 2, 1, 1, 4, 7, 6, 1, 2, 7, 3, 0, 1, 3, 9, 5, 4, 3, 6, 9, 1, 3, 0, 6, 3, 0, 9, 3, 1, 5, 3, 1, 7, 1, 8, 8, 7, 6, 9, 8, 2, 7, 8, 8, 1, 2, 8, 5, 3, 5, 7, 9, 2, 4, 2, 1, 2, 4, 7, 2, 1, 9, 8, 7, 1, 6, 0, 2, 9, 1, 1, 2, 8, 4, 5, 3, 9, 8, 9, 0, 7, 5, 4, 6, 0, 5, 3, 2, 1, 6, 1, 7, 3, 6, 6, 3, 0, 9, 3, 2, 9, 8, 4, 2, 8, 4, 1, 7, 8, 2, 3, 3, 6]"
127,0.02956980001181364,0.00017410001601092517,1.0924941153853373e+154,0.04171719998703338,0.3461742000072263,1.386389374279988e-10,0.05076089999056421,0.010676900012185797,1.2505552149377763e-12,7.184352615899217e-16,575.1384668191619,575.1384668191631,"[6, 2, 3, 8, 9, 4, 0, 0, 5, 2, 4, 0, 2, 7, 2, 7, 6, 4, 1, 3, 0, 4, 9, 6, 0, 9, 3, 5, 7, 5, 5, 5, 8, 7, 3, 2, 7, 0, 9, 4, 2, 6, 2, 3, 4, 9, 5, 0, 1, 1, 8, 2, 4, 2, 0, 5, 6, 3, 6, 4, 5, 8, 3, 6, 4, 7, 5, 3, 2, 7, 3, 9, 5, 5, 1, 5, 4, 2, 0, 9, 2, 8, 7, 3, 3, 3, 7, 2, 8, 8, 1, 1, 6, 9, 3, 7, 6, 8, 2, 5, 4, 5, 4, 5, 7, 2, 9, 5, 7, 8, 8, 5, 3, 5, 8, 4, 3, 8, 2, 5, 2, 0, 8, 6, 8, 8, 2]"
128,0.02957439998863265,0.00018080000882036984,2.0078977988834934e+154,0.043170100019779056,0.24428109999280423,7.118426438219378e-12,0.04920400000992231,0.013149499980499968,3.410605131648481e-13,6.140823097199762e-16,571.9410859275728,571.9410859275731,"[9, 1, 1, 9, 0, 1, 0, 6, 1, 9, 8, 9, 6, 2, 0, 9, 8, 3, 5, 0, 3, 6, 4, 7, 6, 7, 9, 4, 3, 1, 1, 7, 6, 8, 8, 3, 4, 0, 5, 8, 2, 9, 6, 6, 8, 1, 2, 4, 0, 1, 2, 1, 0, 8, 5, 9, 0, 3, 9, 9, 8, 3, 0, 5, 3, 8, 7, 8, 4, 5, 0, 2, 6, 4, 2, 2, 1, 4, 0, 3, 5, 3, 3, 4, 4, 8, 6, 7, 9, 0, 1, 7, 3, 3, 7, 2, 4, 3, 1, 3, 2, 0, 6, 5, 2, 0, 9, 2, 2, 3, 2, 3, 7, 1, 6, 7, 3, 7, 1, 0, 5, 2, 3, 1, 4, 8, 6, 9]"
129,0.030099299998255447,0.0001385000068694353,3.0435724000969695e+156,0.04292780000832863,0.36175789998378605,3.366870727396759e-12,0.0512250000028871,0.01475830000708811,3.410605131648481e-13,6.060320456829373e-16,577.8512702631522,577.8512702631518,"[2, 0, 0, 3, 0, 0, 4, 9, 0, 7, 6, 6, 2, 0, 9, 1, 9, 2, 1, 9, 3, 4, 0, 2, 3, 1, 5, 6, 7, 7, 7, 3, 3, 5, 2, 6, 6, 1, 5, 0, 1, 6, 1, 8, 3, 2, 1, 7, 9, 1, 1, 7, 6, 3, 1, 5, 6, 8, 0, 5, 4, 5, 2, 8, 6, 1, 2, 1, 6, 5, 7, 2, 2, 3, 2, 2, 4, 6, 0, 4, 1, 6, 5, 9, 1, 5, 0, 1, 6, 1, 5, 6, 5, 0, 9, 9, 5, 2, 4, 3, 5, 7, 6, 6, 5, 8, 9, 0, 6, 4, 8, 6, 2, 8, 0, 3, 2, 1, 2, 4, 6, 8, 1, 0, 5, 3, 8, 3, 7]"
130,0.03516780000063591,0.00014170000213198364,1.3863673399560645e+158,0.04946219999692403,0.334163699997589,1.4065927571090527e-12,0.053699999989476055,0.009758200001670048,3.410605131648481e-13,6.382273758135891e-16,586.1537707632439,586.1537707632442,"[7, 3, 8, 6, 1, 6, 4, 1, 4, 9, 7, 3, 8, 8, 7, 0, 4, 1, 5, 5, 6, 5, 7, 7, 9, 6, 0, 6, 1, 4, 6, 7, 0, 7, 0, 8, 2, 0, 1, 1, 0, 7, 4, 7, 1, 2, 8, 7, 7, 5, 4, 2, 5, 7, 9, 3, 7, 3, 7, 7, 0, 2, 8, 4, 9, 9, 9, 0, 1, 8, 7, 4, 1, 6, 8, 5, 4, 2, 9, 5, 1, 6, 3, 9, 6, 3, 8, 1, 6, 7, 4, 4, 5, 5, 9, 8, 4, 4, 3, 5, 0, 1, 7, 0, 2, 1, 1, 3, 1, 9, 2, 1, 3, 7, 1, 6, 2, 7, 5, 6, 2, 8, 3, 8, 8, 6, 9, 0, 8, 2]"
131,0.032776600011857226,0.0001396999869029969,6.898585336114065e+158,0.046413600008236244,0.30282539999461733,6.502560084029522e-12,0.05435079999733716,0.010703700012527406,3.410605131648481e-13,6.440848624374048e-16,593.5280009401679,593.5280009401682,"[8, 8, 3, 8, 1, 3, 3, 6, 3, 6, 4, 4, 6, 2, 1, 0, 5, 4, 9, 7, 4, 1, 4, 3, 4, 1, 5, 0, 4, 5, 8, 4, 7, 7, 9, 1, 7, 7, 0, 2, 4, 2, 7, 7, 3, 6, 6, 5, 6, 3, 1, 8, 2, 3, 8, 4, 2, 8, 8, 4, 2, 6, 8, 1, 0, 9, 4, 3, 5, 5, 3, 3, 7, 4, 5, 0, 4, 5, 2, 7, 8, 8, 1, 1, 8, 7, 0, 5, 9, 3, 9, 8, 5, 7, 8, 0, 9, 9, 1, 4, 7, 2, 4, 2, 7, 7, 0, 3, 3, 3, 0, 5, 4, 4, 8, 5, 9, 3, 0, 1, 2, 9, 0, 2, 6, 9, 9, 7, 8, 1, 7]"
132,0.03423839999595657,0.00013569998554885387,3.3537968968568094e+160,0.047890599991660565,0.33021840002038516,2.6251694084274914e-11,0.05387289999634959,0.009733899991260841,4.547473508864641e-13,5.525032997054197e-16,590.3094645492201,590.3094645492197,"[1, 0, 9, 2, 0, 0, 0, 7, 5, 1, 0, 2, 4, 2, 2, 7, 2, 5, 0, 1, 1, 7, 5, 9, 3, 5, 7, 2, 7, 5, 8, 5, 2, 8, 3, 9, 2, 8, 6, 7, 2, 0, 1, 1, 6, 7, 7, 8, 0, 2, 3, 8, 0, 1, 6, 7, 1, 4, 6, 7, 5, 8, 0, 1, 4, 0, 9, 1, 4, 8, 1, 6, 0, 9, 4, 0, 0, 4, 7, 3, 6, 0, 1, 2, 5, 7, 5, 3, 4, 7, 2, 4, 9, 2, 3, 4, 7, 3, 9, 7, 5, 7, 1, 9, 5, 7, 7, 4, 0, 9, 7, 7, 4, 5, 8, 0, 6, 3, 5, 2, 6, 7, 8, 2, 6, 7, 2, 6, 3, 7, 5, 2]"
133,0.03426839999156073,0.00014650000957772136,4.269904144601239e+161,0.049012100003892556,0.22893359998124652,1.3387407903266355e-11,0.05918320000637323,0.010754100017948076,5.684341886080801e-13,6.079358159607892e-16,599.7478094474935,599.7478094474941,"[6, 8, 9, 4, 1, 2, 8, 9, 3, 0, 3, 6, 2, 4, 7, 9, 8, 4, 9, 3, 8, 2, 8, 1, 5, 3, 3, 4, 6, 8, 8, 0, 3, 5, 8, 0, 6, 1, 5, 2, 6, 3, 9, 2, 8, 5, 8, 1, 7, 1, 0, 0, 7, 0, 4, 7, 7, 8, 1, 8, 2, 0, 7, 4, 9, 4, 8, 7, 2, 6, 6, 7, 6, 4, 9, 8, 7, 1, 8, 2, 5, 8, 9, 7, 0, 8, 3, 8, 2, 3, 1, 3, 3, 3, 5, 4, 9, 8, 2, 4, 8, 1, 9, 4, 7, 0, 6, 5, 1, 7, 1, 4, 8, 3, 6, 3, 7, 1, 8, 3, 9, 3, 2, 2, 1, 3, 4, 9, 5, 7, 9, 0, 1]"
134,0.0344889999832958,0.00018580001778900623,6.863040271929616e+163,0.048696600017137825,0.3271422999969218,1.764573928523449e-09,0.058284099999582395,0.00993559998460114,0.0,6.512217546689217e-16,601.6500492257942,601.6500492257942,"[9, 3, 1, 3, 8, 7, 1, 4, 8, 1, 7, 5, 3, 9, 5, 6, 2, 9, 9, 6, 0, 7, 4, 1, 7, 2, 4, 0, 1, 5, 3, 4, 6, 3, 4, 8, 9, 2, 6, 0, 0, 3, 1, 6, 4, 9, 6, 6, 9, 1, 4, 0, 9, 5, 6, 2, 2, 0, 7, 9, 3, 3, 2, 9, 7, 2, 2, 9, 6, 6, 3, 8, 5, 5, 1, 3, 9, 8, 2, 3, 1, 9, 5, 8, 9, 5, 2, 2, 7, 9, 1, 5, 7, 5, 2, 2, 8, 4, 5, 8, 1, 3, 0, 0, 5, 4, 8, 3, 6, 0, 0, 3, 4, 3, 7, 7, 4, 9, 2, 9, 4, 4, 3, 4, 0, 3, 0, 7, 1, 6, 3, 6, 5, 7]"
135,0.03365860000485554,0.0001407999952789396,1.0892292069757317e+164,0.04954629999701865,0.3626149999909103,5.734624810793184e-10,0.05519240000285208,0.011893899994902313,3.410605131648481e-13,5.825365706983819e-16,609.9345238373885,609.9345238373882,"[2, 3, 8, 3, 7, 2, 8, 0, 3, 0, 6, 2, 1, 2, 3, 0, 4, 1, 1, 4, 0, 7, 5, 7, 6, 3, 1, 0, 2, 9, 6, 3, 0, 6, 5, 2, 4, 6, 1, 7, 4, 2, 8, 8, 5, 0, 0, 8, 1, 4, 3, 5, 7, 6, 6, 0, 7, 1, 8, 5, 4, 1, 5, 4, 7, 2, 5, 5, 1, 0, 0, 8, 2, 9, 9, 7, 9, 3, 8, 1, 1, 5, 2, 0, 9, 3, 8, 6, 9, 4, 9, 9, 3, 9, 3, 5, 1, 6, 3, 0, 5, 3, 4, 1, 8, 9, 9, 4, 2, 9, 3, 0, 5, 0, 2, 3, 9, 4, 8, 6, 5, 3, 8, 9, 8, 0, 1, 6, 3, 0, 5, 2, 7, 6, 6]"
136,0.04087900000740774,0.0001941000227816403,1.7995655178172786e+165,0.05988079999224283,0.25276469998061657,2.2936953845210277e-11,0.06313809999846853,0.011161100002937019,0.0,5.889482005950448e-16,610.6987399549099,610.6987399549099,"[6, 0, 4, 7, 4, 0, 9, 9, 1, 9, 9, 1, 6, 6, 8, 8, 0, 1, 0, 9, 2, 6, 3, 8, 3, 8, 4, 1, 4, 9, 8, 2, 6, 9, 8, 0, 9, 5, 7, 1, 8, 1, 5, 7, 9, 7, 5, 2, 8, 8, 5, 5, 4, 2, 2, 9, 5, 6, 8, 1, 3, 4, 7, 5, 4, 8, 6, 3, 6, 0, 2, 5, 9, 7, 9, 6, 8, 8, 5, 5, 7, 7, 1, 3, 4, 8, 9, 5, 2, 3, 4, 1, 9, 4, 5, 3, 6, 6, 4, 1, 1, 9, 0, 8, 2, 0, 8, 2, 8, 9, 2, 6, 2, 3, 1, 7, 3, 0, 5, 6, 8, 4, 7, 5, 4, 3, 5, 3, 4, 1, 0, 6, 0, 2, 5, 8]"
137,0.03670380002586171,0.00015559999155811965,2.270043926795428e+168,0.0647585000260733,0.19852989999344572,1.5141100921531137e-10,0.072190100006992,0.011785599985159934,1.1368683772161603e-12,4.9592464538299565e-16,615.1318530725057,615.1318530725046,"[7, 6, 5, 6, 8, 8, 7, 5, 5, 1, 0, 2, 2, 9, 6, 8, 5, 9, 0, 6, 0, 0, 0, 0, 7, 4, 0, 5, 8, 5, 5, 1, 5, 2, 4, 1, 1, 2, 4, 5, 9, 0, 9, 1, 6, 7, 6, 7, 7, 1, 3, 8, 9, 4, 7, 9, 9, 6, 7, 8, 7, 3, 1, 4, 9, 6, 7, 9, 9, 2, 5, 0, 1, 1, 1, 7, 9, 5, 0, 7, 7, 1, 9, 1, 8, 6, 5, 3, 9, 0, 2, 5, 4, 2, 7, 7, 7, 0, 1, 5, 4, 5, 4, 3, 8, 1, 1, 2, 7, 2, 0, 9, 8, 4, 9, 4, 1, 7, 2, 4, 8, 5, 7, 4, 8, 6, 5, 5, 2, 7, 6, 7, 6, 1, 4, 0, 3]"
138,0.041419100016355515,0.00016549997963011265,1.213196241213628e+170,0.05747890000930056,0.24227099999552593,1.2152740387271636e-10,0.07846759998938069,0.011790000018663704,7.958078640513122e-13,8.872021011421599e-16,626.0242028056394,626.0242028056387,"[9, 9, 6, 5, 4, 2, 1, 9, 6, 5, 8, 2, 2, 5, 5, 4, 2, 4, 3, 6, 5, 8, 1, 3, 6, 4, 4, 7, 1, 1, 2, 9, 7, 9, 6, 8, 7, 8, 8, 8, 3, 6, 1, 3, 1, 0, 4, 4, 0, 3, 9, 7, 4, 7, 5, 2, 1, 4, 2, 2, 2, 4, 2, 2, 1, 8, 6, 6, 5, 0, 0, 1, 7, 3, 0, 4, 8, 1, 7, 5, 9, 6, 9, 9, 8, 1, 1, 0, 6, 0, 9, 1, 8, 7, 4, 4, 3, 9, 2, 0, 0, 6, 0, 5, 5, 2, 7, 4, 7, 3, 1, 8, 0, 5, 8, 3, 8, 1, 1, 8, 5, 4, 7, 3, 1, 4, 9, 8, 9, 6, 2, 6, 9, 9, 9, 2, 3, 9]"
139,0.04161500002373941,0.00019450002582743764,6.591461247602373e+170,0.06292120000580326,0.3772515999735333,7.45100048894169e-11,0.06107480000355281,0.011892100010300055,1.1368683772161603e-13,6.442343541099382e-16,627.078483801982,627.0784838019821,"[2, 8, 7, 0, 3, 0, 3, 9, 9, 8, 2, 1, 9, 2, 0, 8, 1, 3, 4, 9, 8, 7, 0, 2, 7, 7, 6, 1, 6, 1, 7, 8, 6, 1, 6, 1, 9, 0, 3, 2, 9, 1, 5, 8, 5, 8, 4, 7, 7, 1, 5, 5, 7, 5, 8, 6, 8, 0, 8, 1, 1, 0, 9, 6, 5, 0, 2, 4, 8, 6, 7, 1, 5, 6, 4, 4, 7, 5, 8, 3, 6, 9, 6, 2, 5, 6, 5, 9, 9, 1, 5, 3, 3, 0, 2, 5, 0, 1, 9, 5, 4, 0, 9, 3, 1, 1, 2, 3, 3, 2, 9, 8, 3, 6, 4, 4, 7, 6, 9, 6, 4, 0, 0, 5, 2, 2, 5, 7, 9, 4, 0, 3, 5, 4, 1, 3, 1, 0, 6]"
140,0.05012699999497272,0.00030780001543462276,4.308110196618658e+173,0.06829510000534356,0.23134589998517185,1.3932357520074193e-08,0.06612680002581328,0.012570599996251985,3.410605131648481e-13,5.785556363345721e-16,629.9190392578358,629.9190392578355,"[7, 9, 4, 5, 0, 4, 4, 5, 8, 3, 3, 9, 1, 1, 7, 3, 5, 1, 9, 7, 4, 7, 3, 9, 5, 3, 4, 4, 6, 4, 3, 6, 0, 7, 5, 1, 6, 5, 8, 2, 4, 5, 3, 0, 0, 8, 5, 0, 3, 8, 8, 1, 2, 0, 1, 8, 3, 7, 6, 1, 3, 8, 0, 7, 7, 9, 9, 5, 1, 0, 1, 4, 4, 9, 7, 7, 7, 7, 8, 2, 9, 7, 4, 9, 3, 7, 4, 2, 2, 9, 9, 7, 5, 8, 6, 6, 6, 3, 1, 0, 4, 8, 0, 8, 3, 4, 5, 8, 7, 1, 1, 8, 3, 2, 7, 4, 8, 5, 8, 5, 2, 9, 9, 3, 0, 1, 8, 3, 5, 9, 9, 7, 0, 3, 0, 5, 4, 0, 6, 7]"
141,0.04183909998391755,0.0008558000263292342,1.6496744551379922e+174,0.05888979998417199,0.3393170000053942,2.3668279008823228e-11,0.06993290001992136,0.013800200016703457,1.1368683772161603e-13,5.0895734351719815e-16,632.3708670339715,632.3708670339716,"[3, 7, 6, 5, 3, 7, 9, 6, 1, 0, 2, 3, 5, 1, 7, 1, 7, 7, 6, 5, 5, 7, 8, 1, 5, 5, 1, 4, 3, 5, 1, 4, 3, 1, 1, 3, 0, 0, 4, 8, 0, 0, 8, 6, 6, 8, 0, 1, 9, 5, 1, 6, 9, 3, 4, 0, 1, 5, 4, 1, 9, 4, 8, 0, 6, 5, 4, 6, 0, 5, 9, 3, 8, 2, 1, 3, 9, 2, 1, 7, 6, 7, 2, 4, 4, 2, 4, 8, 6, 8, 4, 4, 4, 6, 5, 9, 9, 9, 8, 8, 8, 1, 3, 8, 2, 1, 1, 1, 8, 2, 2, 4, 2, 6, 6, 0, 1, 2, 2, 6, 1, 2, 3, 7, 5, 1, 9, 7, 3, 4, 1, 4, 1, 9, 2, 4, 6, 0, 9, 3, 9]"
142,0.041905200021574274,0.0004260999849066138,1.1694090544650224e+175,0.06008209998253733,0.2561056000122335,2.23438652298845e-11,0.06486119999317452,0.012746499996865168,5.684341886080801e-13,5.125396027766235e-16,640.4122538841772,640.4122538841777,"[9, 1, 4, 2, 3, 9, 7, 8, 8, 9, 3, 7, 8, 2, 8, 5, 8, 8, 0, 4, 7, 4, 7, 9, 2, 3, 2, 8, 9, 3, 9, 6, 5, 4, 2, 0, 1, 3, 5, 2, 0, 0, 2, 4, 8, 7, 2, 2, 4, 9, 1, 6, 1, 3, 3, 0, 5, 1, 9, 8, 6, 2, 4, 6, 7, 8, 9, 6, 9, 4, 4, 0, 2, 7, 9, 0, 3, 2, 8, 9, 4, 8, 5, 9, 1, 3, 8, 7, 9, 3, 3, 8, 0, 2, 6, 9, 9, 8, 8, 0, 3, 9, 8, 6, 1, 9, 9, 7, 0, 6, 8, 5, 8, 3, 7, 0, 5, 6, 5, 2, 7, 9, 6, 4, 5, 1, 0, 4, 1, 2, 6, 9, 2, 9, 0, 8, 6, 5, 8, 4, 8, 2]"
143,0.04643919999944046,0.000507800024934113,3.2554221034853554e+179,0.06206629998632707,0.39247619998059236,2.2496775802134323e-11,0.06406500001321547,0.01492710001184605,3.410605131648481e-13,6.126693612064115e-16,646.0458365636632,646.0458365636629,"[1, 1, 1, 1, 8, 5, 9, 4, 9, 0, 6, 0, 6, 9, 8, 0, 4, 9, 6, 1, 3, 5, 9, 0, 5, 8, 3, 7, 7, 7, 2, 1, 5, 9, 2, 7, 6, 7, 6, 6, 9, 2, 9, 9, 5, 6, 9, 9, 5, 9, 1, 7, 5, 0, 2, 0, 1, 4, 8, 2, 5, 3, 0, 1, 1, 8, 0, 5, 9, 3, 7, 5, 9, 2, 3, 4, 9, 1, 4, 9, 0, 5, 0, 3, 5, 2, 3, 8, 7, 4, 8, 4, 3, 9, 6, 5, 4, 3, 1, 2, 2, 9, 7, 6, 8, 7, 1, 0, 4, 9, 2, 1, 8, 6, 6, 7, 3, 8, 2, 3, 7, 4, 8, 7, 2, 9, 7, 9, 8, 0, 4, 5, 5, 8, 8, 4, 1, 6, 1, 7, 3, 9, 7]"
144,0.04820079999626614,0.00038059998769313097,4.513997477637454e+179,0.08693220000714064,0.19717470000614412,1.4381279582922528e-09,0.08394440001575276,0.013087300001643598,5.684341886080801e-13,5.909070137656227e-16,648.5537005645298,648.5537005645303,"[6, 1, 9, 9, 3, 3, 0, 6, 8, 0, 6, 2, 9, 2, 9, 3, 2, 9, 3, 3, 8, 6, 1, 1, 3, 4, 1, 4, 9, 4, 7, 3, 3, 8, 1, 2, 2, 2, 3, 7, 3, 1, 7, 7, 6, 6, 9, 2, 6, 5, 6, 2, 7, 9, 1, 5, 8, 2, 4, 8, 6, 0, 7, 0, 1, 2, 6, 2, 9, 6, 9, 5, 4, 9, 8, 5, 1, 3, 1, 2, 0, 5, 6, 7, 3, 8, 8, 4, 1, 0, 7, 6, 6, 4, 4, 5, 9, 5, 1, 3, 4, 7, 5, 5, 1, 0, 5, 3, 3, 3, 1, 5, 7, 4, 3, 4, 9, 8, 6, 8, 7, 1, 9, 5, 2, 9, 2, 2, 0, 0, 0, 0, 2, 3, 7, 0, 4, 6, 7, 6, 6, 2, 1, 4]"
